cases_0_submitter_id	cases_0_case_id	cases_0_samples_0_sample_type	data_type	cases_0_samples_0_tissue_type	file_name	cases_0_samples_0_submitter_id	cases_0_samples_0_portions_0_analytes_0_aliquots_0_aliquot_id	cases_0_samples_0_sample_id	file_id	data_category	cases_0_samples_0_tumor_descriptor	cases_0_samples_0_portions_0_analytes_0_aliquots_0_submitter_id
TCGA-A8-A08F	0a017f15-1c6b-45e7-8d55-e0a71df1b2e8	Primary Tumor	Gene Expression Quantification		648e4d91-e53f-47c8-b343-e224d2a72956.FPKM.txt.gz	TCGA-A8-A08F-01A	523e45c2-4f98-4010-b48e-bdbda62865cf	f4f60d69-6c0d-4a73-90fa-ee369de95fdd	75bebe1d-86dc-45bc-b8e9-ece1f5407430	Transcriptome Profiling		TCGA-A8-A08F-01A-11R-A00Z-07
TCGA-LL-A73Z	3e637872-f5e5-49d3-bb0d-9c16b8713382	Primary Tumor	Gene Expression Quantification		b3f7a18b-19ff-4b72-a3c1-9d1a0f89ecd4.FPKM.txt.gz	TCGA-LL-A73Z-01A	9ec15bb0-29a1-4285-8d6b-f9e5fa1b5126	e6142f96-4b9b-4691-8e7d-47d36bbdf37f	1b45d2cc-0b93-49f4-90a5-b54658814b97	Transcriptome Profiling		TCGA-LL-A73Z-01A-11R-A32P-07
TCGA-AQ-A54N	58090433-d8d1-4499-a235-810c3e9d5b74	Primary Tumor	Gene Expression Quantification		33acbfc3-2762-4f80-859f-e7f78961bef9.FPKM.txt.gz	TCGA-AQ-A54N-01A	ed3e6c57-a0ec-4441-a1a1-794f3f15e112	79a531b5-1bf5-442b-bef7-72b9fc628f5f	e2162f74-1db2-4534-86a0-6efd76ad73d9	Transcriptome Profiling		TCGA-AQ-A54N-01A-11R-A266-07
TCGA-D8-A27G	6f6e7356-3521-4674-8eec-ad01340d4b8e	Primary Tumor	Gene Expression Quantification		67418961-d894-42a9-ae6a-21f41e6ca9bf.FPKM.txt.gz	TCGA-D8-A27G-01A	2ba9072c-39b9-438d-9a2c-0726dc3dc659	e11babda-c07c-4406-85ed-0b1d45985017	b16ace99-3fac-4d83-bec4-9124fd920de1	Transcriptome Profiling		TCGA-D8-A27G-01A-11R-A16F-07
TCGA-E2-A15I	64089c20-939f-48b4-ae8b-904ad0597145	Solid Tissue Normal	Gene Expression Quantification		98921931-2f32-470d-97ae-824716d1c034.FPKM.txt.gz	TCGA-E2-A15I-11A	f9df2254-ab08-4ab2-9b86-ed40e6c8a4b9	e3368a46-4101-4dd5-a447-255f59bfa9da	a47f4d25-64b6-4f18-9fe3-e9090917499b	Transcriptome Profiling		TCGA-E2-A15I-11A-32R-A137-07
TCGA-C8-A273	5a5f0f48-2b13-4e78-b130-901b85d9a7f3	Primary Tumor	Gene Expression Quantification		60396a51-81af-4e2a-8599-500eb58620c7.FPKM.txt.gz	TCGA-C8-A273-01A	c2e4eb91-bc79-4c8a-beef-4c5abc61d2fa	4bdb6c69-67b3-406b-9ac6-9cca2c15f52f	61ad0d1d-68f7-484f-a82f-7d2ce6423e85	Transcriptome Profiling		TCGA-C8-A273-01A-11R-A16F-07
TCGA-OL-A5RX	43c0bec6-6fac-47b1-83cb-200a15a932be	Primary Tumor	Gene Expression Quantification		d7bff2a7-1ffe-495c-b297-3b734b688267.FPKM.txt.gz	TCGA-OL-A5RX-01A	650c0c98-4432-4e9a-9e83-4ad8a7a0d628	c26f4fcf-bb96-46ba-80df-c8f3b926a296	b24ad090-8a4a-4e7b-b675-278c4f7ea47e	Transcriptome Profiling		TCGA-OL-A5RX-01A-11R-A28M-07
TCGA-AC-A2QH	67c5f371-3fa9-47c5-8b15-c2dd9acc8519	Primary Tumor	Gene Expression Quantification		2656413d-a5d2-4812-9ce9-a02c15ab04bd.FPKM.txt.gz	TCGA-AC-A2QH-01B	eeef0334-de2a-4206-84ad-cd18e349635e	11f78e42-43e5-4bd5-9f88-e5a195aece83	ec3f6e7c-759c-4bb3-a091-76471a80f8a6	Transcriptome Profiling		TCGA-AC-A2QH-01B-04R-A22O-07
TCGA-UL-AAZ6	4b54e06e-a280-4981-a4e1-9aea154341b4	Primary Tumor	Gene Expression Quantification		78f2dfc0-9452-4547-b9a9-eb9dc920a4a9.FPKM.txt.gz	TCGA-UL-AAZ6-01A	5a6b1292-431d-4057-912f-6c8b8f12aed8	4530d39f-1a96-46b3-9964-cba7c03ad9c9	4b6d8adf-cf37-4132-b1c5-1acbb610989d	Transcriptome Profiling		TCGA-UL-AAZ6-01A-11R-A41B-07
TCGA-A2-A0CO	8e54232d-d8bb-4612-8b0e-4feb076a60f9	Primary Tumor	Gene Expression Quantification		51f23908-2796-4c07-82a8-21b8a717f84e.FPKM.txt.gz	TCGA-A2-A0CO-01A	cb2d5668-d44b-49dc-8941-79615d2fb6c2	9bc1887e-b3ed-4732-b8bc-ef4f4ea59258	821282b5-ee24-45f5-a29c-fe207c4686c8	Transcriptome Profiling		TCGA-A2-A0CO-01A-13R-A22K-07
TCGA-C8-A137	03ab1e9f-4918-404d-b178-3a4fd929c5e8	Primary Tumor	Gene Expression Quantification		ecefab08-36f5-4a49-9e4d-9e6def0d747e.FPKM.txt.gz	TCGA-C8-A137-01A	2c829af4-a6a7-48b1-9e48-a88be0564752	69f11430-f6f2-46bd-ba02-f09cec02e168	cf8f56c2-7560-4342-95a4-766c689d2890	Transcriptome Profiling		TCGA-C8-A137-01A-11R-A115-07
TCGA-BH-A18V	6b960b58-28e1-41c6-bd6e-7e669c6aa4ef	Primary Tumor	Gene Expression Quantification		8e21887e-f3ca-4c2c-819a-538952264c23.FPKM.txt.gz	TCGA-BH-A18V-01A	429b50eb-316f-459c-bc3a-0aca6e6dba46	2923c735-34a1-4db6-a248-1c5de2241dd4	579eacbf-9557-4b34-83c9-56aed7ac3d5a	Transcriptome Profiling		TCGA-BH-A18V-01A-11R-A12D-07
TCGA-D8-A27M	ae65baeb-6b78-492a-8c63-bb7e93e83dc2	Primary Tumor	Gene Expression Quantification		92891ee4-51a0-4e4d-b6db-70fbb2a756bc.FPKM.txt.gz	TCGA-D8-A27M-01A	20486352-7d5f-4065-ab10-7a3f792ec1e1	d4371446-8326-4e35-9e86-d8a48393efae	83a14f2d-bdd0-482f-b65e-fc9d0d2be54d	Transcriptome Profiling		TCGA-D8-A27M-01A-11R-A16F-07
TCGA-A2-A1FX	ac6d3ba9-f84f-4657-aa85-4d66fb7c09da	Primary Tumor	Gene Expression Quantification		98fca957-e5a5-42e6-80f3-0711363b4c4c.FPKM.txt.gz	TCGA-A2-A1FX-01A	60f078d7-d594-48a2-9011-f0f926243a42	71e87611-903b-4b9d-a506-87e58914dc81	dd3ab173-ab47-449d-a4b9-a9b1bd20e68a	Transcriptome Profiling		TCGA-A2-A1FX-01A-11R-A13Q-07
TCGA-BH-A0B2	57a1604c-60b7-4b30-a75e-f70939532c5c	Primary Tumor	Gene Expression Quantification		6632e6de-5170-4096-a298-078b6bfd3760.FPKM.txt.gz	TCGA-BH-A0B2-01A	a27c5907-1ad2-4414-a9c9-448f1b484946	d2b1e8d2-304a-43cf-afb9-e7c0a69fff03	d1ee71d6-e989-4d9e-9601-f464cb3e7d9f	Transcriptome Profiling		TCGA-BH-A0B2-01A-11R-A10J-07
TCGA-WT-AB44	5cd79093-1571-4f71-8136-0d84ccabdcac	Primary Tumor	Gene Expression Quantification		ee6beadb-79ab-4f2f-87cc-bba566e6bc24.FPKM.txt.gz	TCGA-WT-AB44-01A	77ea5b95-f8df-4fae-b271-182680c4a62a	081947cf-1635-4a57-9903-0c405ead6d84	bf77d5eb-2954-48c7-980c-6a93c7515fa6	Transcriptome Profiling		TCGA-WT-AB44-01A-11R-A41B-07
TCGA-BH-A0BQ	b3bb8fd6-ee54-4813-b042-2bbe70115382	Primary Tumor	Gene Expression Quantification		b98a0c48-8404-47bd-a781-22dfc6c1475a.FPKM.txt.gz	TCGA-BH-A0BQ-01A	2ada4fe0-57f2-4a54-9580-4e0ae45a2f65	18dddb4e-11d6-4fe7-b44a-48342374a5b1	e4bdb2fb-483f-4c26-9c75-0c927e7982d6	Transcriptome Profiling		TCGA-BH-A0BQ-01A-21R-A115-07
TCGA-A8-A094	993103b1-e5a1-4c33-8629-be53ebc41d64	Primary Tumor	Gene Expression Quantification		46c0216c-ff17-4ebf-ad8f-b054542fc2a9.FPKM.txt.gz	TCGA-A8-A094-01A	877adc79-0651-4140-bb6a-876162733bf3	a36231aa-f304-4bbf-aa86-b9547916c097	14638c65-7908-4c4e-914b-f0ad37dd4a94	Transcriptome Profiling		TCGA-A8-A094-01A-11R-A00Z-07
TCGA-C8-A275	ce887e90-0660-4f44-a3a4-b3b894cb7eda	Primary Tumor	Gene Expression Quantification		4ba6c212-ef90-4ab3-b551-35c05cb6df90.FPKM.txt.gz	TCGA-C8-A275-01A	59c6ed76-762c-4caa-98c1-0886b6d9651c	17f2ecdd-59bb-4251-a1b3-2e0a461ea070	1d4fd1cb-6538-4325-bddc-2ced7f437f13	Transcriptome Profiling		TCGA-C8-A275-01A-21R-A16F-07
TCGA-BH-A0DQ	a851ca14-7bbf-455b-a054-ec03979a4247	Solid Tissue Normal	Gene Expression Quantification		edea4e5b-ad4d-4a0b-9656-3d82d4a24698.FPKM.txt.gz	TCGA-BH-A0DQ-11A	2b11e565-01a8-4054-a200-03e06765bd5e	907ca5f2-0442-403f-9ac6-e158e371091e	fcbd6507-98d6-4af7-8b94-9cb75983a9db	Transcriptome Profiling		TCGA-BH-A0DQ-11A-12R-A089-07
TCGA-E2-A1B6	e0b1bcd2-1139-44b9-98b3-67bcf92bcc39	Primary Tumor	Gene Expression Quantification		c42cc842-bd51-456c-bb5f-f900c8223dae.FPKM.txt.gz	TCGA-E2-A1B6-01A	eb398b00-8669-4c22-8285-03cdf76436f3	402aa07d-b3c1-48a6-bf27-36917a30c33d	b7c082bd-508f-4175-a72e-aed1019123c6	Transcriptome Profiling		TCGA-E2-A1B6-01A-31R-A12P-07
TCGA-A2-A3XT	c72cb184-462d-4009-9cdb-848782ff8a76	Primary Tumor	Gene Expression Quantification		8b7009e8-9021-48d7-a603-3c6038635252.FPKM.txt.gz	TCGA-A2-A3XT-01A	e0a10445-6266-4f41-a747-fb19d7182652	b599719f-f028-45eb-8464-ecf9ad60179f	465643de-7078-4058-b9a6-82b9e2983487	Transcriptome Profiling		TCGA-A2-A3XT-01A-11R-A22U-07
TCGA-S3-A6ZF	fbee40f1-d6d8-4156-8d42-36e09bb9f095	Primary Tumor	Gene Expression Quantification		9410727e-c872-4d2b-bba9-1f63c73b6908.FPKM.txt.gz	TCGA-S3-A6ZF-01A	4d464cde-4885-4b17-9e02-23be26be0540	25b35473-484c-4908-ae47-b6e6ed2dfb99	41ed29cb-71d8-4e14-a01f-11ca1d5c1346	Transcriptome Profiling		TCGA-S3-A6ZF-01A-32R-A32P-07
TCGA-A2-A4S0	a53dd490-e0ba-419a-90c6-b905e241a8e5	Primary Tumor	Gene Expression Quantification		31e5c917-1866-4156-9eaa-84a72c310edc.FPKM.txt.gz	TCGA-A2-A4S0-01A	81e350d9-7e2f-4650-9871-54ed2d5a5ab3	74ec0a11-f4f7-4f19-93f9-48674394a885	009702aa-2c36-4a88-916d-13e185473922	Transcriptome Profiling		TCGA-A2-A4S0-01A-21R-A266-07
TCGA-AR-A0U4	71f97b63-c970-44ee-98c2-e02e663d5a40	Primary Tumor	Gene Expression Quantification		708413f6-ee3c-4379-a8a1-0143b0ac7adb.FPKM.txt.gz	TCGA-AR-A0U4-01A	ee7156b6-f469-402c-8f63-f4c2f6913db1	02f948c1-bcce-4a51-a6c1-4120a67fa544	1dcc50a1-ee44-49a2-9a33-c682e5e895da	Transcriptome Profiling		TCGA-AR-A0U4-01A-11R-A109-07
TCGA-LD-A74U	38a4e9bd-93e9-432d-a756-3b1055b823bd	Primary Tumor	Gene Expression Quantification		5958e543-9a75-4144-9f93-9daa1cc14190.FPKM.txt.gz	TCGA-LD-A74U-01A	11782f87-4d58-4897-9a61-7a4605c05eca	5d3af3d2-f86b-4fc5-a56e-381f82b84cd0	f1132589-e8f7-482a-ab7e-b1dbda39d435	Transcriptome Profiling		TCGA-LD-A74U-01A-13R-A33J-07
TCGA-A8-A08C	78e1da41-127c-4e9c-aaaa-77a0d94c31d0	Primary Tumor	Gene Expression Quantification		6c6d7c1d-7a53-4877-8cbe-f50a26e7156b.FPKM.txt.gz	TCGA-A8-A08C-01A	7c8b9d9a-653a-4dc7-8c53-b196fbd0482a	b1de1587-febd-4e50-99ac-eb3dcb23033a	25c64f6e-1944-4271-a484-8dd5770252f9	Transcriptome Profiling		TCGA-A8-A08C-01A-11R-A00Z-07
TCGA-GM-A4E0	6397d7bc-9cb1-4a84-81ad-76954e0a8cee	Primary Tumor	Gene Expression Quantification		bf9e1674-9f2c-4014-808a-1f3f7544e9df.FPKM.txt.gz	TCGA-GM-A4E0-01A	da8c1ab5-7b67-4ebc-b854-cc45eaec8ee0	ee6b71d0-3596-4669-b138-af822c2c3c6b	e379c119-7e1d-489f-ad0f-ffb43ff20da2	Transcriptome Profiling		TCGA-GM-A4E0-01A-12R-A266-07
TCGA-AO-A0JL	d5d8e76e-2f2a-49bc-ba0a-d51283611b16	Primary Tumor	Gene Expression Quantification		c5375772-6f28-4bf2-bd70-63a8872b7b7c.FPKM.txt.gz	TCGA-AO-A0JL-01A	7953e62d-4871-4928-a2ba-a38c740134e1	834d2e25-da72-413b-bb0e-3beb24d46472	f9f208f9-68fa-4779-8359-d3233bc681e0	Transcriptome Profiling		TCGA-AO-A0JL-01A-11R-A056-07
TCGA-A7-A13F	2cf68894-168b-458b-af4f-53cad72989a8	Primary Tumor	Gene Expression Quantification		b3b6981a-b5db-481c-bc27-76a114856b03.FPKM.txt.gz	TCGA-A7-A13F-01A	fc4f35dd-9924-4e5d-ba71-0d7a79752b6a	b36c8878-bab6-4f61-9a4e-4dcfca21391e	b96bfce8-e3e6-4985-8fdb-7196ee918e2e	Transcriptome Profiling		TCGA-A7-A13F-01A-11R-A12P-07
TCGA-AO-A12D	2fe854b4-bac9-4801-9a1c-ee99388e8082	Primary Tumor	Gene Expression Quantification		d3c28191-633f-4e3b-b22d-d5cd4d8686fa.FPKM.txt.gz	TCGA-AO-A12D-01A	4adf4439-3d60-44ac-a6f0-9f42cc081a93	b6359ede-df10-44b9-a2e2-bbf900eeb241	0fa0e23e-8706-4f76-971a-c6d4043770d1	Transcriptome Profiling		TCGA-AO-A12D-01A-11R-A115-07
TCGA-E9-A1N3	03c143e0-d8a1-4d60-a4a3-df0501fc6b6e	Primary Tumor	Gene Expression Quantification		e6bec4f4-0b51-43ba-b62b-5af777712488.FPKM.txt.gz	TCGA-E9-A1N3-01A	aaddb80d-7710-4aab-8efc-e84da79f9c68	a3ac21e2-b92b-4597-a870-8444ddc6b4d6	d9561ddb-e55f-48e8-8877-ca2af3b26ea4	Transcriptome Profiling		TCGA-E9-A1N3-01A-12R-A157-07
TCGA-AC-A2FE	f6eebd4b-b63a-4a9c-92d3-0d954a8a6655	Primary Tumor	Gene Expression Quantification		cc74a8c4-ef47-4199-be75-ab9480945cb7.FPKM.txt.gz	TCGA-AC-A2FE-01A	22e03b77-aa0f-4348-98c1-9b0914e8af8b	9439bb31-588c-433b-a7a5-787d8b496f57	b3949ae3-d701-4471-aea2-53a2f2df1473	Transcriptome Profiling		TCGA-AC-A2FE-01A-11R-A19W-07
TCGA-EW-A1OX	5fc7ff35-d3f7-4687-8759-3542bd58e988	Primary Tumor	Gene Expression Quantification		16288ca5-3605-41ad-8842-38a8ac9a4922.FPKM.txt.gz	TCGA-EW-A1OX-01A	9b5d680e-5662-442c-a8ab-5fd16551b23e	8ba7248f-69cd-4b16-8900-ad2feec2eab8	8e29e294-2f1c-4056-9631-feac4d893eda	Transcriptome Profiling		TCGA-EW-A1OX-01A-11R-A144-07
TCGA-A2-A0D1	084c6aec-94f7-4090-8f3f-59fa9e89721a	Primary Tumor	Gene Expression Quantification		15ea8c4e-2ee1-4aa4-89e5-6876e4b80381.FPKM.txt.gz	TCGA-A2-A0D1-01A	01370d42-f75c-4532-9b9c-24ff7302b033	12ece355-f1d0-446c-84e9-0aed3e6d29f8	1eda2c17-8c2b-4b1c-a0ca-d047262d17b1	Transcriptome Profiling		TCGA-A2-A0D1-01A-11R-A034-07
TCGA-A2-A3Y0	174850b4-5ec2-462b-a890-89bd1716b3c2	Primary Tumor	Gene Expression Quantification		fdc8ad41-ba94-485d-8bd6-6ea2794847f2.FPKM.txt.gz	TCGA-A2-A3Y0-01A	9a9d7ee5-e3fa-491f-ab5b-0ab69652b8a5	caa2d510-9024-4d7d-b0ef-80fa4be1e2ee	8a2de886-aea1-46af-8318-2332b1e4beaa	Transcriptome Profiling		TCGA-A2-A3Y0-01A-11R-A239-07
TCGA-E9-A1RB	94b95984-b2fb-4e42-8887-45e7086c3179	Primary Tumor	Gene Expression Quantification		130c9498-fa87-4c5b-82b7-60fa417c56d2.FPKM.txt.gz	TCGA-E9-A1RB-01A	7e2a8676-10a4-4abf-b153-2255e06bcb40	43993e01-588a-40de-80ec-72c1a66fe70b	6cbc374e-ec78-4650-afa5-ec2e75113a07	Transcriptome Profiling		TCGA-E9-A1RB-01A-11R-A157-07
TCGA-EW-A3E8	c0b7b798-3383-4a45-a455-9eca5810739e	Primary Tumor	Gene Expression Quantification		b2a6c9e3-65eb-43bd-849a-5829007379ab.FPKM.txt.gz	TCGA-EW-A3E8-01B	37cb523b-c33a-4980-9b06-6e91389ce70e	a896cc6d-91d8-4c63-b9c6-2b049e88b8b3	ceef27ab-44c1-4e6a-9bac-51d37e80f8e4	Transcriptome Profiling		TCGA-EW-A3E8-01B-11R-A24H-07
TCGA-A8-A09K	6f959c92-b79f-4f84-9ee5-d07d3212d52d	Primary Tumor	Gene Expression Quantification		09469727-dd69-43ea-b577-6941f597d6d9.FPKM.txt.gz	TCGA-A8-A09K-01A	9b54f75f-80eb-441d-83ca-5ae1d00bdfa9	6871927f-1488-4366-8545-439557a377aa	4bbd30ef-4b9a-4b08-9ae8-c0c29f5c73c7	Transcriptome Profiling		TCGA-A8-A09K-01A-11R-A00Z-07
TCGA-A2-A0CL	5c8983f2-9788-4dfa-971c-3ec457b6166e	Primary Tumor	Gene Expression Quantification		1d293e9f-7672-428c-be8d-3d180c8e8590.FPKM.txt.gz	TCGA-A2-A0CL-01A	ee92fcd7-4be2-47c2-9725-1ec425d212cf	73cb9fe3-e820-42ef-af60-acbf07ed9f1d	c71bdc4f-ce82-4884-b9d2-85f21dfc7197	Transcriptome Profiling		TCGA-A2-A0CL-01A-11R-A115-07
TCGA-AR-A0U3	c5f00132-1c6b-4337-af6f-596c652665cc	Primary Tumor	Gene Expression Quantification		b4106436-0adf-4e37-b006-189aec892562.FPKM.txt.gz	TCGA-AR-A0U3-01A	b36b5a17-972f-442a-84a0-469099a619ec	a439dcc3-4377-449d-983e-f34f8e5741e3	e4d53601-071d-4528-9deb-98d3903cb8b2	Transcriptome Profiling		TCGA-AR-A0U3-01A-11R-A109-07
TCGA-E9-A1NA	af577366-0258-49e7-b6af-e70056c081a4	Solid Tissue Normal	Gene Expression Quantification		327a6650-be57-412e-bc3a-3aaf68d44022.FPKM.txt.gz	TCGA-E9-A1NA-11A	7b9569bc-f513-4b64-9a7c-7bb53b9be79b	73c4bc21-7732-4562-af5a-1b229fbd5ea7	4bccf4ad-6500-417f-9894-35678e3bda33	Transcriptome Profiling		TCGA-E9-A1NA-11A-33R-A144-07
TCGA-E2-A15D	c85f080a-1075-41df-959f-1b514a11b3c4	Primary Tumor	Gene Expression Quantification		79f4c86a-f806-4fcb-ac89-db4e95a6eaad.FPKM.txt.gz	TCGA-E2-A15D-01A	b58514d7-7785-497d-ba94-165ee0a1b941	6c141702-104f-4ce1-ba82-1add65f07d7f	dab2f5d0-709a-429e-a031-c7ff8f2ad959	Transcriptome Profiling		TCGA-E2-A15D-01A-11R-A115-07
TCGA-A2-A25D	3b963d72-ba5c-467b-83c9-fbdb462510a3	Primary Tumor	Gene Expression Quantification		3b187f2d-fa67-46a4-ad60-0d26375a9632.FPKM.txt.gz	TCGA-A2-A25D-01A	d6b5cec3-edeb-46c5-839b-e62a1e850e0e	eda0ff5c-84cf-44cb-888f-0aab17441dfa	c5f0870e-e501-4318-967a-c0bd9e4507b5	Transcriptome Profiling		TCGA-A2-A25D-01A-12R-A16F-07
TCGA-AO-A03U	0685edd2-ce1c-4e0e-8dda-393139af4223	Primary Tumor	Gene Expression Quantification		36866b9a-180c-4d05-8030-6d0ace6f6adf.FPKM.txt.gz	TCGA-AO-A03U-01B	bbca4523-28a7-416c-98a8-02c3350705fc	dfb7fb86-5f46-4666-a008-395aa0881267	f41a0e79-9d3a-4ffd-85b8-2a6d5511e120	Transcriptome Profiling		TCGA-AO-A03U-01B-21R-A10J-07
TCGA-D8-A143	1c40b84e-a0e3-429f-a48c-21566cf881c0	Primary Tumor	Gene Expression Quantification		4b19c0e2-2a61-4f0a-9257-4a528e6b320e.FPKM.txt.gz	TCGA-D8-A143-01A	4bf5f56d-448a-426a-8edc-f1bdbf6a8d55	1bab00ca-778e-48ac-ac59-ce2b99d84403	b3e9d272-782e-418f-9069-cc81eb3bac77	Transcriptome Profiling		TCGA-D8-A143-01A-11R-A115-07
TCGA-AO-A0JA	86b7b206-8e69-432d-acc9-bccce710955e	Primary Tumor	Gene Expression Quantification		4bf2bea7-00ef-485c-b9e5-035f0ea62b1d.FPKM.txt.gz	TCGA-AO-A0JA-01A	d38a839f-06dc-40d2-81e9-3b7822e258c7	8e666196-bf9d-4b71-9c66-ee9272b671a5	00575a83-e5a0-4614-b5fb-70e524ae68d9	Transcriptome Profiling		TCGA-AO-A0JA-01A-11R-A056-07
TCGA-B6-A0RM	151f3677-6854-4265-9126-d92c646c67ae	Primary Tumor	Gene Expression Quantification		55030097-d293-41e0-a554-38f40282b6dc.FPKM.txt.gz	TCGA-B6-A0RM-01A	17fdb26d-d808-4b0d-a794-6b664dae8b2b	e0e00806-1aa3-441d-b22e-6ae01a8473f2	194460aa-76ef-4b2c-b7f6-6dbac62a84be	Transcriptome Profiling		TCGA-B6-A0RM-01A-11R-A084-07
TCGA-A2-A0ET	96f23d8a-be0f-4925-ba00-805dc293414c	Primary Tumor	Gene Expression Quantification		aa47670a-4c3f-468a-b2d3-9d7b1d60845e.FPKM.txt.gz	TCGA-A2-A0ET-01A	4eb0c00d-595c-47ee-bcad-818c7723656d	a7e04cc7-3f4c-4986-a336-8083e5653754	07760e89-4791-43e2-82d3-412e9af5cfc3	Transcriptome Profiling		TCGA-A2-A0ET-01A-31R-A034-07
TCGA-B6-A0I5	1a18974d-967c-4727-b42e-12ae7be66589	Primary Tumor	Gene Expression Quantification		c1efb56c-bcb2-4f9d-a291-b2c05217de2a.FPKM.txt.gz	TCGA-B6-A0I5-01A	2448118f-9664-4b9e-b67f-c019cf5b8d35	ca3c9a05-88b7-4d99-abd5-fc557e3929a0	d00adf76-e015-4785-b853-7eae266a2d22	Transcriptome Profiling		TCGA-B6-A0I5-01A-11R-A034-07
TCGA-GM-A3XN	0930e97a-72ea-4bd5-b2f0-50c76af695f3	Primary Tumor	Gene Expression Quantification		899a4fae-569f-463c-8cb1-049b9d50b9f4.FPKM.txt.gz	TCGA-GM-A3XN-01A	740c53d0-b037-4475-82b3-044b2f879aac	281f2be7-7fb2-46f2-9a4a-033db48329a1	cfd8a756-52eb-4e71-8855-5927e38bf727	Transcriptome Profiling		TCGA-GM-A3XN-01A-12R-A22U-07
TCGA-A8-A09Q	09c2bc35-c21f-4aa4-ac30-0d8db02ad811	Primary Tumor	Gene Expression Quantification		249889ba-18de-40e0-8b54-683f7230e42a.FPKM.txt.gz	TCGA-A8-A09Q-01A	9560e482-cb14-4456-b9a6-d2ac12f96a4f	6f8b48ba-ef24-4d33-a0c3-bc900a6c8cd2	27e9de15-d057-4de5-b7ba-cf9867ec1ce8	Transcriptome Profiling		TCGA-A8-A09Q-01A-11R-A00Z-07
TCGA-AR-A24T	9e3de467-fb0d-4021-89f8-b34968a7c7bc	Primary Tumor	Gene Expression Quantification		1cfef63c-cd25-4997-a0a1-90a6f87fa4a3.FPKM.txt.gz	TCGA-AR-A24T-01A	d2e1fdf7-1ac9-49e9-a611-b15c90772bf6	3cf5c205-2a3b-4f17-8e56-2078e88f615c	7f483b24-cf78-4ae5-94c3-c1774a828322	Transcriptome Profiling		TCGA-AR-A24T-01A-11R-A169-07
TCGA-EW-A2FS	d34471a1-b367-4f8a-b35a-c5901c4f5503	Primary Tumor	Gene Expression Quantification		723562fb-cff9-4cd4-94ed-9ae9cde55a9d.FPKM.txt.gz	TCGA-EW-A2FS-01A	c0f29396-d239-4f0d-a95a-0838770eb24a	d92b4202-25d2-40b1-a704-c6bca0eb5bc3	1dcf2fb5-d3ee-4a8d-9149-39805d57b1ec	Transcriptome Profiling		TCGA-EW-A2FS-01A-11R-A17B-07
TCGA-AN-A046	dcd5860c-7e3a-44f3-a732-fe92fe3fe300	Primary Tumor	Gene Expression Quantification		c98b8334-836a-4c3c-b149-b08a7256aa68.FPKM.txt.gz	TCGA-AN-A046-01A	20eb1da4-ef70-49dd-956f-18d65725ba27	57aff09f-0e97-4e65-a227-3dc7a8516367	483f9757-c10f-44d7-a826-7acda6a9c8a1	Transcriptome Profiling		TCGA-AN-A046-01A-21R-A034-07
TCGA-E9-A227	89a8da07-4487-47c6-8d3c-442a87e4f632	Primary Tumor	Gene Expression Quantification		c0ad23b6-ecc7-4756-a37e-bf3439b4cc3d.FPKM.txt.gz	TCGA-E9-A227-01A	2f315234-dee1-4f36-b7dc-72280c219a1c	409b906a-5e2c-4ce6-bc85-20a59fa383f4	d04fa283-b663-4c6f-8e35-d3856945d8a8	Transcriptome Profiling		TCGA-E9-A227-01A-11R-A157-07
TCGA-WT-AB41	e7db08a7-b439-4230-8dc4-1b54af4736c4	Primary Tumor	Gene Expression Quantification		bb804a2f-24b2-46f0-9407-7eda83120066.FPKM.txt.gz	TCGA-WT-AB41-01A	a8358182-9a5c-4272-b0e3-1cfc5b4cb2aa	0de093d5-c752-4e93-a783-ec262b3a3780	1b2dc848-959d-40d9-8f0f-57bed20bfd78	Transcriptome Profiling		TCGA-WT-AB41-01A-11R-A41B-07
TCGA-AO-A0JF	f357fe19-5359-4662-8ce9-aa996132283b	Primary Tumor	Gene Expression Quantification		61f88053-5c64-4141-b6ed-f2a472095b3e.FPKM.txt.gz	TCGA-AO-A0JF-01A	3389d4b9-0190-4a69-a647-a6d53e3c96be	ddee0b07-2771-40c7-bdda-c1100958f0d8	54b96a6f-0e94-4093-b18f-e9246e34fe89	Transcriptome Profiling		TCGA-AO-A0JF-01A-11R-A056-07
TCGA-A7-A5ZX	ba80db4e-d899-4da4-ae49-5263d98e1530	Primary Tumor	Gene Expression Quantification		4ce3e99a-a195-414c-a967-7d3795d48934.FPKM.txt.gz	TCGA-A7-A5ZX-01A	e3c70f4d-4a23-486b-b221-3058b13a1c69	bc4ef13b-1ab7-4929-953d-45592691394f	d5d98c44-ab54-4c6d-a936-54945c0f01e9	Transcriptome Profiling		TCGA-A7-A5ZX-01A-12R-A29R-07
TCGA-D8-A142	ccb22ecc-6e18-44b8-ad48-6ab51314b16e	Primary Tumor	Gene Expression Quantification		b8001d68-74fb-46a4-b0c5-388387479685.FPKM.txt.gz	TCGA-D8-A142-01A	9f440cd6-d55f-4cb6-a433-637ef1f9d38f	530315de-d048-40f6-b0cc-3c7fb9875e46	ee993e10-aafc-45c9-9e20-8265324c9238	Transcriptome Profiling		TCGA-D8-A142-01A-11R-A115-07
